Area;Element;Item;Year;Unit;Value
Australia;Production;Other tropical fruits, n.e.c.;2018;t;7478.56
Australia;Production;Other tropical fruits, n.e.c.;2019;t;7581.06
Australia;Production;Other tropical fruits, n.e.c.;2020;t;7489.64
Australia;Production;Other tropical fruits, n.e.c.;2021;t;7516.42
Australia;Production;Other tropical fruits, n.e.c.;2022;t;7529.04
Australia;Production;Other vegetables, fresh n.e.c.;2012;t;76980.57
Australia;Production;Other vegetables, fresh n.e.c.;2013;t;76836.52
Australia;Production;Other vegetables, fresh n.e.c.;2014;t;76654.92
Australia;Production;Other vegetables, fresh n.e.c.;2015;t;77056.61
Australia;Production;Other vegetables, fresh n.e.c.;2016;t;77230.08
Australia;Production;Other vegetables, fresh n.e.c.;2017;t;77204.79
Australia;Production;Other vegetables, fresh n.e.c.;2018;t;77119.15
Australia;Production;Other vegetables, fresh n.e.c.;2019;t;77143.7
Australia;Production;Other vegetables, fresh n.e.c.;2020;t;77666.71
Australia;Production;Other vegetables, fresh n.e.c.;2021;t;78246.33
Australia;Production;Other vegetables, fresh n.e.c.;2022;t;78433.32
Australia;Production;Papayas;2012;t;7395.07
Australia;Production;Papayas;2013;t;7801.42
Australia;Production;Papayas;2014;t;8189.62
Australia;Production;Papayas;2015;t;10110.38
Australia;Production;Papayas;2016;t;8229.75
Australia;Production;Papayas;2017;t;10197.97
Australia;Production;Papayas;2018;t;11967.58
Australia;Production;Papayas;2019;t;14921
Australia;Production;Papayas;2020;t;19648
Australia;Production;Papayas;2021;t;18330
Australia;Production;Papayas;2022;t;19357.29
Australia;Production;Peaches and nectarines;2012;t;100462
Australia;Production;Peaches and nectarines;2013;t;92283
Australia;Production;Peaches and nectarines;2014;t;70349
Australia;Production;Peaches and nectarines;2015;t;78901
Australia;Production;Peaches and nectarines;2016;t;80807
Australia;Production;Peaches and nectarines;2017;t;82659
Australia;Production;Peaches and nectarines;2018;t;82407
Australia;Production;Peaches and nectarines;2019;t;86994
Australia;Production;Peaches and nectarines;2020;t;81380
Australia;Production;Peaches and nectarines;2021;t;88016.09
Australia;Production;Peaches and nectarines;2022;t;80576.29
Australia;Production;Pears;2012;t;119274
Australia;Production;Pears;2013;t;109206
Australia;Production;Pears;2014;t;98035
Australia;Production;Pears;2015;t;105243
Australia;Production;Pears;2016;t;104928
Australia;Production;Pears;2017;t;96741
Australia;Production;Pears;2018;t;103748
Australia;Production;Pears;2019;t;80353
Australia;Production;Pears;2020;t;84206
Australia;Production;Pears;2021;t;90187.13
Australia;Production;Pears;2022;t;82196
Australia;Production;Peas, dry;2012;t;319680
Australia;Production;Peas, dry;2013;t;342100
Australia;Production;Peas, dry;2014;t;342100
Australia;Production;Peas, dry;2015;t;290400
Australia;Production;Peas, dry;2016;t;204500
Australia;Production;Peas, dry;2017;t;415186
Australia;Production;Peas, dry;2018;t;317209
Australia;Production;Peas, dry;2019;t;159556
Australia;Production;Peas, dry;2020;t;210500
Australia;Production;Peas, dry;2021;t;399280
Australia;Production;Peas, dry;2022;t;261140
Australia;Production;Peas, green;2012;t;27417.18
Australia;Production;Peas, green;2013;t;23403.74
Australia;Production;Peas, green;2014;t;14944
Australia;Production;Peas, green;2015;t;18925.45
Australia;Production;Peas, green;2016;t;19811
Australia;Production;Peas, green;2017;t;20574
Australia;Production;Peas, green;2018;t;22929
Australia;Production;Peas, green;2019;t;22431
Australia;Production;Peas, green;2020;t;21106.85
Australia;Production;Peas, green;2021;t;21679.91
Australia;Production;Peas, green;2022;t;21991.44
Australia;Production;Persimmons;2012;t;660
Australia;Production;Persimmons;2013;t;1054.56
Australia;Production;Persimmons;2014;t;1140.43
Australia;Production;Persimmons;2015;t;1237.12
Australia;Production;Persimmons;2016;t;1457.38
Australia;Production;Persimmons;2017;t;1600.34
Australia;Production;Persimmons;2018;t;1747.74
Australia;Production;Persimmons;2019;t;1927.78
Australia;Production;Persimmons;2020;t;2315.29
Australia;Production;Persimmons;2021;t;2639.26
Australia;Production;Persimmons;2022;t;2977.85
Australia;Production;Pineapples;2012;t;86463.35
Australia;Production;Pineapples;2013;t;70768
Australia;Production;Pineapples;2014;t;89099
Australia;Production;Pineapples;2015;t;82380
Australia;Production;Pineapples;2016;t;71782
Australia;Production;Pineapples;2017;t;85921.7
Australia;Production;Pineapples;2018;t;88660
Australia;Production;Pineapples;2019;t;86201
Australia;Production;Pineapples;2020;t;77311.01
Australia;Production;Pineapples;2021;t;73944.14
Australia;Production;Pineapples;2022;t;73865.83
Australia;Production;Pistachios, in shell;2012;t;1378.58
Australia;Production;Pistachios, in shell;2013;t;1330.71
Australia;Production;Pistachios, in shell;2014;t;1426.44
Australia;Production;Pistachios, in shell;2015;t;1488.35
Australia;Production;Pistachios, in shell;2016;t;1474.24
Australia;Production;Pistachios, in shell;2017;t;1506.09
Australia;Production;Pistachios, in shell;2018;t;1536.83
Australia;Production;Pistachios, in shell;2019;t;1505.72
Australia;Production;Pistachios, in shell;2020;t;1516.21
Australia;Production;Pistachios, in shell;2021;t;1519.59
Australia;Production;Pistachios, in shell;2022;t;1513.84
Australia;Production;Plums and sloes;2012;t;20250
Australia;Production;Plums and sloes;2013;t;18886.89
Australia;Production;Plums and sloes;2014;t;19370.49
Australia;Production;Plums and sloes;2015;t;18741.86
Australia;Production;Plums and sloes;2016;t;17992
Australia;Production;Plums and sloes;2017;t;18701.45
Australia;Production;Plums and sloes;2018;t;18548.31
Australia;Production;Plums and sloes;2019;t;19456.22
Australia;Production;Plums and sloes;2020;t;19829.05
Australia;Production;Plums and sloes;2021;t;20009.43
Australia;Production;Plums and sloes;2022;t;20308.12
Australia;Production;Pomelos and grapefruits;2012;t;9205.46
Australia;Production;Pomelos and grapefruits;2013;t;8839.98
Australia;Production;Pomelos and grapefruits;2014;t;8397.15
Australia;Production;Pomelos and grapefruits;2015;t;7946.98
Australia;Production;Pomelos and grapefruits;2016;t;8192
Australia;Production;Pomelos and grapefruits;2017;t;8178.71
Australia;Production;Pomelos and grapefruits;2018;t;8105.9
Australia;Production;Pomelos and grapefruits;2019;t;7504.28
Australia;Production;Pomelos and grapefruits;2020;t;7338.53
Australia;Production;Pomelos and grapefruits;2021;t;7128.14
Australia;Production;Pomelos and grapefruits;2022;t;6939.72
Australia;Production;Potatoes;2012;t;1288186
Australia;Production;Potatoes;2013;t;1273243
Australia;Production;Potatoes;2014;t;1171259
Australia;Production;Potatoes;2015;t;1154503
Australia;Production;Potatoes;2016;t;1130175
Australia;Production;Potatoes;2017;t;1105194.17
Australia;Production;Potatoes;2018;t;1188655
Australia;Production;Potatoes;2019;t;1225273.58
Australia;Production;Potatoes;2020;t;1076780.11
Australia;Production;Potatoes;2021;t;1267638.64
Australia;Production;Potatoes;2022;t;1108929.67
Australia;Production;Pumpkins, squash and gourds;2012;t;107296.05
Australia;Production;Pumpkins, squash and gourds;2013;t;109186.12
Australia;Production;Pumpkins, squash and gourds;2014;t;118495
Australia;Production;Pumpkins, squash and gourds;2015;t;105547.98
Australia;Production;Pumpkins, squash and gourds;2016;t;94482
Australia;Production;Pumpkins, squash and gourds;2017;t;101503.73
Australia;Production;Pumpkins, squash and gourds;2018;t;92707
Australia;Production;Pumpkins, squash and gourds;2019;t;87012
Australia;Production;Pumpkins, squash and gourds;2020;t;90939.75
Australia;Production;Pumpkins, squash and gourds;2021;t;91709.81
Australia;Production;Pumpkins, squash and gourds;2022;t;111785.17
Australia;Production;Quinces;2012;t;
Australia;Production;Quinces;2013;t;
Australia;Production;Quinces;2014;t;
Australia;Production;Quinces;2015;t;
Australia;Production;Quinces;2016;t;
Australia;Production;Quinces;2017;t;
Australia;Production;Quinces;2018;t;
Australia;Production;Quinces;2019;t;
Australia;Production;Quinces;2020;t;
Australia;Production;Quinces;2021;t;
Australia;Production;Quinces;2022;t;
Australia;Production;Rape or colza seed;2012;t;3427294
Australia;Production;Rape or colza seed;2013;t;4141731
Australia;Production;Rape or colza seed;2014;t;3832049
Australia;Production;Rape or colza seed;2015;t;3540021
Australia;Production;Rape or colza seed;2016;t;2775478.99
Australia;Production;Rape or colza seed;2017;t;4313230
Australia;Production;Rape or colza seed;2018;t;3893071
Australia;Production;Rape or colza seed;2019;t;2365839.14
Australia;Production;Rape or colza seed;2020;t;2298529.36
Australia;Production;Rape or colza seed;2021;t;4756388.25
Australia;Production;Rape or colza seed;2022;t;6820286.77
Australia;Production;Raspberries;2012;t;712.46
Australia;Production;Raspberries;2013;t;612.68
Australia;Production;Raspberries;2014;t;599.84
Australia;Production;Raspberries;2015;t;685.78
Australia;Production;Raspberries;2016;t;632.77
Australia;Production;Raspberries;2017;t;614.99
Australia;Production;Raspberries;2018;t;632.9
Australia;Production;Raspberries;2019;t;650.71
Australia;Production;Raspberries;2020;t;651.23
Australia;Production;Raspberries;2021;t;643.46
Australia;Production;Raspberries;2022;t;645.07
Australia;Production;Rice;2012;t;918733
Australia;Production;Rice;2013;t;1161115
Australia;Production;Rice;2014;t;819276
Australia;Production;Rice;2015;t;690390
Australia;Production;Rice;2016;t;273942
Australia;Production;Rice;2017;t;807304.46
Australia;Production;Rice;2018;t;635113
Australia;Production;Rice;2019;t;66835.34
Australia;Production;Rice;2020;t;50226.33
Australia;Production;Rice;2021;t;422977.54
Australia;Production;Rice;2022;t;691444.48
Australia;Production;Rye;2012;t;40000
Australia;Production;Rye;2013;t;30767.4
Australia;Production;Rye;2014;t;29524.68
Australia;Production;Rye;2015;t;30359.21
Australia;Production;Rye;2016;t;30020.44
Australia;Production;Rye;2017;t;30000
Australia;Production;Rye;2018;t;29614.77
Australia;Production;Rye;2019;t;29313.12
Australia;Production;Rye;2020;t;29176.87
Australia;Production;Rye;2021;t;28881.86
Australia;Production;Rye;2022;t;28762.78
Australia;Production;Safflower seed;2012;t;4800
Australia;Production;Safflower seed;2013;t;4600
Australia;Production;Safflower seed;2014;t;3369.23
Australia;Production;Safflower seed;2015;t;3459.71
Australia;Production;Safflower seed;2016;t;3809.65
Australia;Production;Safflower seed;2017;t;3546.2
Australia;Production;Safflower seed;2018;t;3605.19
Australia;Production;Safflower seed;2019;t;3653.68
Australia;Production;Safflower seed;2020;t;3601.69
Australia;Production;Safflower seed;2021;t;3620.18
Australia;Production;Safflower seed;2022;t;3625.18
Australia;Production;Seed cotton, unginned;2012;t;2956632
Australia;Production;Seed cotton, unginned;2013;t;2456000
Australia;Production;Seed cotton, unginned;2014;t;2136700
Australia;Production;Seed cotton, unginned;2015;t;1274100
Australia;Production;Seed cotton, unginned;2016;t;1518678
Australia;Production;Seed cotton, unginned;2017;t;2150961
Australia;Production;Seed cotton, unginned;2018;t;2450000
Australia;Production;Seed cotton, unginned;2019;t;1150000
Australia;Production;Seed cotton, unginned;2020;t;290000
Australia;Production;Seed cotton, unginned;2021;t;1450000
Australia;Production;Seed cotton, unginned;2022;t;2800000
Australia;Production;Sorghum;2012;t;2238912
Australia;Production;Sorghum;2013;t;2229709
Australia;Production;Sorghum;2014;t;1282042
Australia;Production;Sorghum;2015;t;2209173
Australia;Production;Sorghum;2016;t;1790574
Australia;Production;Sorghum;2017;t;994000.94
Australia;Production;Sorghum;2018;t;1257219
Australia;Production;Sorghum;2019;t;1160479.02
Australia;Production;Sorghum;2020;t;397485.05
Australia;Production;Sorghum;2021;t;1638962.2
Australia;Production;Sorghum;2022;t;2648069.32
Australia;Production;Soya beans;2012;t;86100
Australia;Production;Soya beans;2013;t;91800
Australia;Production;Soya beans;2014;t;31949
Australia;Production;Soya beans;2015;t;37439
Australia;Production;Soya beans;2016;t;29403
Australia;Production;Soya beans;2017;t;31335
Australia;Production;Soya beans;2018;t;28903
Australia;Production;Soya beans;2019;t;15136
Australia;Production;Soya beans;2020;t;17323
Australia;Production;Soya beans;2021;t;40219
Australia;Production;Soya beans;2022;t;57200
Australia;Production;Spinach;2012;t;9157.82
Australia;Production;Spinach;2013;t;9354.4
Australia;Production;Spinach;2014;t;10065
Australia;Production;Spinach;2015;t;9553.84
Australia;Production;Spinach;2016;t;9317.68
Australia;Production;Spinach;2017;t;9085.82
Australia;Production;Spinach;2018;t;8860.63
Australia;Production;Spinach;2019;t;8605.11
Australia;Production;Spinach;2020;t;8102.25
Australia;Production;Spinach;2021;t;7694.06
Australia;Production;Spinach;2022;t;7278.35
Australia;Production;Strawberries;2012;t;30809
Australia;Production;Strawberries;2013;t;32405
Australia;Production;Strawberries;2014;t;38394
Australia;Production;Strawberries;2015;t;45604
Australia;Production;Strawberries;2016;t;48401
Australia;Production;Strawberries;2017;t;45251
Australia;Production;Strawberries;2018;t;57384
Australia;Production;Strawberries;2019;t;68534
Australia;Production;Strawberries;2020;t;59006.49
Australia;Production;Strawberries;2021;t;56843.28
Australia;Production;Strawberries;2022;t;62655.22
Australia;Production;Sugar cane;2012;t;25957093
Australia;Production;Sugar cane;2013;t;27136082
Australia;Production;Sugar cane;2014;t;30517650
Australia;Production;Sugar cane;2015;t;32379153
Australia;Production;Sugar cane;2016;t;34403004
Australia;Production;Sugar cane;2017;t;36561497.03
Australia;Production;Sugar cane;2018;t;33506830
Australia;Production;Sugar cane;2019;t;32415352
Australia;Production;Sugar cane;2020;t;30283457
Australia;Production;Sugar cane;2021;t;31133488
Australia;Production;Sugar cane;2022;t;28669279.82
Australia;Production;Sunflower seed;2012;t;47000
Australia;Production;Sunflower seed;2013;t;44300
Australia;Production;Sunflower seed;2014;t;18223
Australia;Production;Sunflower seed;2015;t;30000
Australia;Production;Sunflower seed;2016;t;19177
Australia;Production;Sunflower seed;2017;t;17000
Australia;Production;Sunflower seed;2018;t;13614
Australia;Production;Sunflower seed;2019;t;9234
Australia;Production;Sunflower seed;2020;t;10964
